G_CODE,G_FAMILY,G_ISO_CODE_2,G_LATITUDE,G_LONGITUDE,G_NAME
tyt,105001-105111-105258-105438-105654-105858-106059-106238-28629-28657-28660,--,21.3831,104.008,Tày Tac
tyu,34199-34200-34215-34216-34228-34229,--,-22.0237,26.0158,Kua
tyv,105005-105120-23916-23917-23919,--,48.436,92.6693,Tuva
tyx,104955-105023-105143-105302-105490-105704-105906-106103-106281-106448-29971,--,-3.50685,13.8668,Teke-Tyee
tyz,105001-105111-105258-105438-105654-105858-28674,--,21.6448,106.167,Tày
tza,107390-107128-33528,--,-6.82431,39.127,Tanzanian Sign Language
tzb,107384-104907,--,16.8333333333,-92.25,"Tzeltal, Bachajón"
tzc,107384-104906,--,16.5,-92.6666666667,"Tzotzil, Chamula"
tze,107384-104908,--,--,--,"Tzotzil, Chenalhó"
tzh,104983-105185-107498-105361-44793-44794,--,16.6384,-92.2786,Tzeltal
tzi,105000-105102-105250-27775-107560-107648-27792,--,31.590536,102.660664,Situ
tzj,104983-105185-44746-44754-44758-44763-44764,--,14.6351,-91.2012,Tz’utujil
tzl,104954-104747,--,--,--,Talossan
tzm,104949-105010-107139-25824-25827,--,32.7415,-2.40872,"Tamazight, Central Atlas"
tzn,106869-106871-106878-105320-105522-105749-105956-106156-106349-40846,--,-7.72555,126.7,Tugun
tzo,104983-105185-107498-105361-44793-44797,--,16.6362,-92.7388,Tzotzil
tzs,107384-104899,--,17.0,-92.8333333333,"Tzotzil, San Andrés Larrainzar"
tzt,107384-104902,--,14.6666666667,-91.3333333333,"Tz'utujil, Western"
tzu,107384-104901,--,--,--,"Tzotzil, Huixtán"
tzx,104979-28733-28736-28738,--,-4.49162,143.593,Tabriak
tzz,107384-104946,--,16.8333333333,-92.8333333333,"Tzotzil, Zinacantán"
uam,107393-36127,--,-8.49999,-38.75,Uamué
uan,105001-105111-105258-105438-105655-105859-28701,--,18.0769,105.31,Kuan
uar,24486-24492-24497,--,-7.94866,145.732,Tairuma
uba,104955-105023-105143-105302-105490-32004-32019,--,6.40906,9.2616,Ubang
ubi,104949-105011-25353-25354-105468-25384,--,11.8006,18.558,Ubi
ubl,--,--,--,--,"Bikol, Buhi’non"
ubr,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41843-41845,--,-9.59044,149.396,Ubir
ubu,104989-43448-43479-105373-43488,--,-5.9513,143.97,Umbu-Ungu
uby,36529-36539,--,43.67,39.67,Ubykh
uda,104955-105023-105143-32043-32113-32135-32136,--,4.70196,8.06562,Uda
ude,35248-35261-105264-35277,--,46.6309,135.678,Udihe
udg,104968-105043-105163-105331-105542-105779-105998-106550-33937,--,--,--,Muduga
udi,35856-35865-105190-35975-35976,--,40.9,47.7236,Udi
udj,106869-106871-106878-105320-105522-41097-107653-41098,--,-5.69329,134.257,Ujir
udl,104949-105011-105125-105281-105463-105672-105873-25205,--,10.955,14.1378,Wuzlam
udm,44414-44466-44467,--,56.1292,52.6355,Udmurt
udu,25965-25967-25971-25972,--,9.16012,34.2293,Uduk
ues,106869-106871-106878-40119-40179-40192-40244-40256-40257-106502-106625-40287,--,-4.99012,122.951,Kioko
ufi,104989-105078-105210-43103-105594-43105,--,-6.05128,146.245,Ufim
uga,104949-105012-105129-105287-105477-24753,--,--,--,Ugaritic
ugb,104993-105089-105226-105403-44209-44212-107580-44216,--,-13.9882,141.569,Kuku-Ugbanh
uge,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-42041-106785-42053,--,-8.45725,157.341,Ughele
ugn,107390-107128-107502-33465,--,0.2475,32.4829,Ugandan Sign Language
ugo,105000-105102-105249-27718,--,14.2408,100.098,Ugong
ugy,107390-107128-107510-33439,--,-34.5967,-56.4509,Uruguayan Sign Language
uha,104955-105023-105143-105301-31476-105700-31511-31513,--,7.38143,5.68537,Uhami
uhn,36386,--,-4.17345,137.496,Damal
uig,105005-105120-105272-105452-24099,ug,43.67,79.75,Uyghur
uis,34105-34106-34110,--,-6.55533,155.706,Uisai
uiv,104955-105023-105143-105302-105490-105705-105910-106120-106307-106476-31103,--,6.50437,9.53302,Iyive
uji,104955-105023-105143-105303-105492-105708-107173-31907,--,9.40121,6.87432,Tanjijili
uka,24467-24479,--,-1.92547,132.528,Kaburi
ukg,104989-105080-105214-42957-105611-42963,--,-4.94407,145.514,Ukuriguma
ukh,104955-105023-105143-105302-105490-105704-105905-106090-106259-106425-106572-106679-29890,--,2.9095,16.267,Ukhwejo
ukl,107390-107128-107511-33456,--,50.4111,30.553,Ukrainian Sign Language
ukp,104955-105023-105143-105302-105490-32004-32009,--,6.52883,9.02603,Ukpe-Bayobiri
ukq,104955-105023-105143-32043-32113-105719-32138-32145,--,5.59913,7.96002,Ukwa
ukr,104971-105051-105170-36605-105545-36609,uk,48.1758,24.3958,Ukrainian
uks,107390-107461-33437,--,-2.54091,-46.4213,Kaapor Sign Language
uku,104955-105023-105143-105301-31476-105700-31511-106076-31514,--,7.48032,5.58213,Ukue
ukw,104955-105023-105143-31946-31952-31974,--,5.78892,6.48559,Ukwuani-Aboh-Ndoni
uky,104993-105089-105228-105405-104516,--,--,--,Kuuk-Yak
ula,104955-105023-105143-105306-105499-105725-105933-31653,--,10.5021,6.59138,Fungwa
ulb,104955-105023-105143-31402-31403-31404-105924-106125-106316-106478-31440,--,6.4974,6.59202,Ulukwumi
ulc,35248-35261-35262-107640-35264,--,51.8521,140.29,Ulch
ule,--,--,--,--,--
ulf,44546,--,-3.63853,140.502,Usku
uli,106869-106871-106878-105320-105523-105751-41335-41337-106352-106514-41344-41352-106781-41371,--,10.0,140.0,Ulithian
ulk,26606-26634,--,-9.59575,143.773,Meriam
ull,104968-105043-105163-105331-105542-105779-105998-106929-106937-106390-33802,--,9.46719,77.0906,Ullatan
ulm,106869-106871-106878-42634-42676-42698-105992-42716,--,-3.00933,118.994,Ulumanda’
uln,104971-105053-105172-105343-105552-105784-37172,--,-4.19566,152.183,Unserdeutsch
ulu,106869-106871-106878-107522-105530-105764-40438-40444-40445,--,3.25,116.5,Uma’ Lung
ulw,104984-105070-105187-104508,--,12.9323,-83.5815,Ulwa
uma,34485-34486-34487-34488,--,45.6391,-118.552,Umatilla
umb,104955-105023-105143-105302-105490-105704-105906-107656-107664-107666-31049,--,-12.4763,14.4148,Umbundu
umc,--,--,--,--,--
umd,104993-105089-105226-107638-44195-44196,--,-13.921,143.328,Umbindhamu
umg,104993-105089-44155-44158,--,-14.2588,143.63,Umbuygamu
umi,106869-106871-106878-107522-105532-105766-107654-107661-40350,--,1.56623,114.579,Ukit
umm,104955-105023-105143-32043-32044-32045-32046-32058-32059-32060,--,5.37438,8.10335,Umon
umn,105000-106873-28205-28206-28242-28243-28244,--,--,--,"Naga, Makyan"
umo,24458-24459,--,-15.5929,-57.4192,Umotína
ump,104993-105089-105226-107638-44204-44207,--,-13.1528,143.467,Umpila
umr,34375,--,-12.9325,131.825,Umbugarla
ums,106869-106871-106878-40119-40310-40311-40312-40315,--,-0.11396,119.862,Pendau
umu,104950-105013-105130-105289-105480-23867,--,42.5968,-81.9166,Munsee
una,106869-106871-106878-105320-105523-105751-105960-106162-42152-42188-42205-42206,--,-6.64084,146.218,"Watut, North"
und,--,--,--,--,--
une,104955-105023-105143-105301-31476-105699-105895-106074-31574,--,6.97237,6.13427,Uneme
ung,105008-34502,--,-16.4006,126.433,Ngarinyin
unk,104952-105018-105134-23792,--,-12.4302,-58.9802,Enawené-Nawé
unm,104950-105013-105130-105289-105480-23868,--,35.0264,-98.3201,Unami
unn,104993-107136-107068,--,--,--,Kurnai
unp,105008-34518-34521,--,-16.1094,124.668,Worora
unr,104956-105026-105150-105317-105517-105740-35756,--,25.0391,87.1792,Mundari
unu,106869-106871-106878-105320-105523-105751-105960-106163-106368-106539-104440,--,--,--,Unubahe
unx,107384-35755,--,25.0391,87.1792,Munda
unz,106869-106871-106878-40119-105521-40130-40152-40153-40166,--,-0.85876,119.673,"Kaili, Unde"
uok,107384-31571,--,7.00611,5.97783,Uokha
upi,44372-44387-44396,--,-3.34565,141.157,Umeda
upv,106869-106871-106878-105320-105523-105751-105958-106159-106355-106517-41447,--,-16.0095,167.346,Uripiv-Wala-Rano-Atchin
ura,44577,--,-4.44006,-75.4211,Urarina
urb,105004-105119-105271-105450-24417,--,-2.46455,-46.2204,Kaapor
urc,28879-28880-28881,--,-13.4766,133.023,Urningangg
urd,104971-105055-105173-105345-105561-105798-106012-38298,ur,25.0,67.0,Urdu
ure,36042-36043,--,-16.7255,-68.9712,Uru
urf,107384-104933,--,-12.0679,142.135,Uradhi
urg,104989-105080-105216-42930-42932,--,-5.58982,145.507,Urigina
urh,104955-105023-105143-105301-31476-31477-31503,--,5.31155,5.86148,Urhobo
uri,104988-36038,--,-3.58018,142.653,Urim
urk,106869-106871-106878-105324-105529-105763-105978-106188-39438,--,7.5258,99.0768,Urak Lawoi’
url,104968-105043-105163-105331-105542-105779-105998-106929-106937-106390-33905,--,10.8519,76.8007,Urali
urm,104989-43174-107501-43227-43229-105587-43249,--,-5.08704,141.54,Urapmin
urn,106869-106871-106878-105320-105522-105748-105954-41122-41123,--,-3.45498,132.745,Uruangnirin
uro,104958-28710,--,-4.64226,151.953,Ura
urp,107393-36120,--,-11.2946,-62.7226,Uru-Pa-In
urr,106869-106871-106878-105320-105523-105751-105958-106160-106360-41490,--,-13.5406,167.336,Löyöp
urt,104988-107134-24291,--,-3.60065,142.79,Urat
uru,105004-105117-24343-24344,--,-9.08,-63.848,Urumi
urv,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-106724-42027,--,-6.23314,155.573,Uruava
urw,104989-105080-105216-42930-42934,--,-5.49605,145.361,Sop
urx,104988-24249-105199-24258,--,-3.86066,143.701,Urimo
ury,105002-43536,--,-2.76483,139.89,Orya
urz,105004-105119-105270-24382,--,-10.9176,-63.8086,Uru-Eu-Wau-Wau
usa,104989-105079-105213-106893-105607-43417,--,-6.38898,145.633,Usarufa
ush,104971-105055-105173-105347-106906-37984-37985,--,35.1584,72.643,Ushojo
usi,105000-106873-105248-105424-28159-28160,--,23.0131,91.7879,Usoi
usk,104955-105023-105143-32043-32113-32133,--,4.78581,8.53463,Usaghade
usp,104983-105185-44746-44754-44756,--,15.3648,-90.8893,Uspanteko
usu,104989-105080-105216-42922-42926,--,-5.32246,145.47,Uya
uta,104955-105023-105143-105302-105490-105705-105910-106120-106307-106476-31104,--,6.54809,9.34019,Otank
ute,105007-34687-34688-34689-34690,--,40.0965,-110.305,Ute-Southern Paiute
utp,106869-106871-106878-105320-105523-105751-41133-41134-41135-41138,--,-11.2958,166.498,Amba
utr,104955-105023-105143-105304-31365-105721-31366,--,7.75865,9.44447,Etulo
utu,104989-105080-105214-42868-42882-105831-42899,--,-5.16422,145.544,Utu
uum,105005-105120-105272-23946-23990-24012-24026-24031,--,42.0379,43.994,Urum
uun,106869-106871-39329-39333,--,23.7562,120.976,Kulon-Pazeh
uur,106869-106871-106878-105320-105523-105751-105959-41563-41582-41587,--,-18.6747,169.084,Ura
uuu,104956-105025-105149-105316-35837-35842,--,22.6767,101.772,U
uve,106869-106871-106878-105320-105523-105751-41205-41216-41217-41218-106637-41241,--,-20.4145,166.589,Fagauvea
uvh,104989-105078-105210-43060-43061,--,-6.41993,146.608,Uri
uvl,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-42284-42285,--,-5.954,150.911,Lote
uwa,104993-105089-105226-105403-44209-44212-107580-44220,--,-14.0756,141.724,Kuku-Uwanh
uya,104955-105023-105143-32043-32044-32105-32109,--,5.39961,8.26925,Doko-Uyanga
uzb,--,uz,--,--,Uzbek
uzn,105005-105120-105272-23946-23984-23985,--,43.7489,59.231,"Uzbek, Northern"
uzs,105005-105120-105272-23946-23984-23989,--,36.6099,60.6907,"Uzbek, Southern"
vaa,104971-105055-105173-105345-105561-105795-38439,--,12.215,79.5335,Vaagri Booli
vae,104961-105035-105159-105329-35061-35062,--,7.49943,18.5585,Vale
vaf,104971-105055-105174-105351-105572-105812-107174-106024-106222-37372,--,34.5309,50.0013,Vafsi
vag,104955-105023-105146-105312-105508-105736-105946-106144-106334-106499-106623-106711-33024,--,9.33848,-2.31333,Vagla
vah,104971-105055-105173-105348-105567-37867,--,20.7139,79.7516,Varhadi-Nagpuri
vai,104981-105067-26068-26110-26111-26125-26215-26216,--,7.05085,-11.3262,Vai
vaj,107384-104833,--,-18.2675,18.1864,Northwestern !Kung
val,106869-106871-106878-105320-105523-105751-105960-106162-42152-42153-42161-42185,--,-6.92151,146.895,Vehes
vam,24175-24176-24184-24185,--,-2.68501,141.258,Vanimo
van,104988-105206-24283,--,-3.24963,142.499,Valman
vao,106869-106871-106878-105320-105523-105751-105958-106159-106355-106517-106641-106719-41443,--,-15.9179,167.271,Vao
vap,105000-105104-105252-105432-105650-105852-107581-27495,--,24.1378,93.7195,Vaiphei
var,105007-105121-34604-34612,--,27.8685,-108.437,Huarijío
vas,104971-105055-105173-105345-105561-105797-106010-38232,--,21.3624,73.8652,Vasavi
vau,104955-105023-105143-105302-105490-105704-105908-106117-30946,--,0.93847,29.8135,Vanuma
vav,104971-105055-105173-105348-105567-37908,--,20.5635,73.2975,Varli
vay,105000-105103-105251-105429-28034-28049-28052,--,27.3047,86.1227,Wayu
vbb,106869-106871-106878-105320-105522-105745-40660-40661-40662,--,-7.94359,129.8,"Babar, Southeast"
vbk,--,--,--,--,"Bontok, Southwestern"
vec,104971-105056-105175-105353-107153-105354-105575-105816-106032-106225-106395-38570,--,45.4099,13.0345,Venetian
ved,104971-105055-105173-38442-105560-38443,--,6.97396,81.2618,Veddah
vel,104971-105053-105172-105343-105554-105786-106005-107016-37060,--,52.2702,5.94408,Veluws
vem,104949-105011-105125-105281-25286-25301,--,10.8301,13.6633,Vemgo-Mabas
ven,104955-105023-105143-105302-105490-105704-105907-106116-106304-30331,ve,-22.188,29.9523,Venda
veo,43643-105039-43644-43648,--,34.1761,-119.035,Ventureño
vep,44414-44415-44434,--,60.3353,34.7865,Veps
ver,104955-105023-105146-105311-105506-105733-105943-32534-32535-32536-32537-32549,--,8.8658,12.7473,Mom Jango
vgr,104971-105055-105173-105345-105561-105797-106010-106208-38253,--,26.1404,68.6051,Vaghri
vgt,107390-107128-107508-107541-107559-33543,--,50.8021,4.31312,Flemish Sign Language
vic,104971-105053-105172-105343-105554-105787-106006-106207-106393-106552-106663-106743-106794-104462,--,18.0471,-63.0785,Virgin Islands Creole English
vid,104955-105023-105143-105302-105490-105704-105907-106111-106293-106467-106606-106699-30658,--,-7.52674,36.9316,Vidunda
vie,104956-35485-35495-35507,vi,18.3887,106.757,Vietnamese
vif,104955-105023-105143-105302-105490-105704-105906-106104-106282-106449-30843,--,-4.06716,11.3804,Vili
vig,104955-105023-105146-105312-32856,--,10.8429,-3.84128,Viemo
vil,28706,--,-27.4063,-58.9661,Vilela
vin,104955-105023-105143-105302-105490-105704-105907-106111-106291-106464-106601-30521-30535,--,-4.99312,30.5699,Vinza
vis,104968-105044-33794,--,10.1751,76.7593,Vishavan
vit,104955-105023-105143-105302-105490-105706-105912-106124-31293,--,6.66524,11.1087,Viti
viv,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41803-106732-41832,--,-9.34361,150.24,Iduna
vka,104993-105091-105231-43941-105624-105841-43945,--,-20.445,118.613,Kariyarra
vki,104955-105023-105143-105303-105492-105708-107173-28379,--,8.97183,6.9861,Ija-Zuba
vkj,44903,--,11.7473,22.1956,Kujarge
vkk,106869-106871-106878-105324-105529-105763-105978-106186-39472,--,-4.6251,103.512,Kaur
vkl,106869-106871-106878-40119-40179-40192-40193-40215-40222-40242,--,-4.58411,123.045,Kulisusu
vkm,44317-44318-44320,--,-13.0678,-40.3434,Kamakan
vko,106869-106871-106878-40119-40179-40192-40193-40194-40195-40196,--,-3.39566,120.937,Kodeoha
vkp,104971-105056-105175-105353-107153-105354-105575-105816-106032-106226-106398-106555-106670-106749-106954-38846,--,19.0348,73.0099,Korlai Creole Portuguese
vkt,106869-106871-106878-105324-105529-105763-105978-106184-106383-39485,--,0.71803,117.645,"Malay, Tenggarong Kutai"
vku,104993-105091-105231-43941-105624-105842-43950,--,-22.2134,117.51,Kurrama
vlp,106869-106871-106878-105320-105523-105751-105958-106160-106358-106524-41406,--,-14.712,166.606,Valpei
vlr,107384-41493,--,-13.83,167.42,Vatrata
vls,104971-105053-105172-105343-105552-37065-106002-106206-106392-37067,--,51.0754,3.11345,Vlaams
vma,104993-105091-105231-43941-105624-43949,--,-20.9294,116.607,Martuyhunira
vmb,104993-105089-44228-44229,--,-20.1389,143.438,Barbaram
vmc,104992-39084-39085-39090-39091-105836-106045-39148,--,17.3518,-98.0146,"Mixtec, Juxtlahuaca"
vmd,104968-105043-105163-105332-33963-33969,--,12.6224,75.1061,"Koraga, Mudu"
vme,106869-106871-106878-105320-105522-105745-40660-40661-40665,--,-8.13455,129.873,"Masela, East"
vmf,104971-105053-105172-105343-105552-105784-37126,--,50.005,8.621,Mainfränkisch
vmg,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106648-106722-106782-42021,--,-4.31803,152.005,Lungalunga
vmh,104971-105055-105174-105351-105572-105812-107174-106025-106223-37266,--,36.8259,49.9665,Maraghei
vmi,105008-34509-34517,--,-14.3484,126.921,Miwa
vmj,104992-39084-39085-39090-39091-105836-106039-106227-39179,--,16.5774,-97.5759,"Mixtec, Ixtayutla"
vmk,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30359-106702-30386,--,-14.251,36.5249,Makhuwa-Shirima
vml,104993-105091-105229-105406-43885,--,-26.211,114.245,Malgana
vmm,104992-39084-39085-39090-39091-105836-106040-39135,--,17.16,-97.1757,"Mixtec, Mitlatongo"
vmp,104992-39084-39185-39186-39204-107164-39212,--,18.2868,-96.4946,"Mazatec, Soyaltepec"
vmq,104992-39084-39085-39090-39091-105836-106042-39128,--,17.556,-97.1921,"Mixtec, Soyaltepec"
vmr,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30359-106701-30363,--,-16.2129,35.7425,Marenje
vms,107392-28405,--,-3.098,128.654,Moksela
vmu,104993-105094-43835-43837,--,-17.0601,145.329,Muluridyi
vmv,35227-35229,--,39.8078,-121.191,"Maidu, Valley"
vmw,104955-105023-105143-105302-105490-105704-105907-106116-106304-106473-30359-106702-30364,--,-14.8509,38.8052,Makhuwa
vmx,104992-39084-39085-39090-39091-105836-106040-106229-39124,--,17.1258,-97.0998,"Mixtec, Tamazola"
vmy,104992-39084-39185-39186-39204-107165-107175-39214,--,18.0993,-96.5952,"Mazatec, Ayautla"
vmz,104992-39084-39185-39186-39204-107166-39205,--,18.0829,-96.8889,"Mazatec, Mazatlán"
vnk,106869-106871-106878-105320-105523-105751-41133-41134-41140,--,-10.6865,165.927,Lovono
vnm,106869-106871-106878-105320-105523-105751-105958-106159-106355-106518-41560,--,-16.2253,167.427,Neve’ei
vnp,106869-106871-106878-105320-105523-105751-105958-106160-106358-106524-41393,--,-14.8477,166.691,Vunapu
vol,--,vo,--,--,--
vor,104955-105023-105146-105312-105508-33089-33147-33153-33155-33156,--,9.78323,12.0719,Voro
vot,44414-44415-44439,--,59.3802,28.6235,Vod
vra,106869-106871-106878-105320-105523-105751-105958-106160-106360-106944-41488,--,-13.8096,167.475,Vera’a
vro,--,--,--,--,Võro
vrs,106869-106871-106878-105320-105523-105751-105960-106161-106366-106535-106649-106723-106784-42030,--,-6.83443,156.655,Varisi
vrt,106869-106871-106878-105320-105523-105751-105958-106159-106355-106517-41427,--,-16.4165,167.731,Banam Bay
vsi,107390-107128-107511-33493,--,47.107,28.694,Moldova Sign Language
vsl,107390-107128-33413,--,10.3294,-66.7678,Venezuelan Sign Language
vsn,--,--,31.14713,75.341218,Sanskrit (Vedic)
vsv,107390-107128-107508-107538-104757,--,--,--,Valencian Sign Language
vto,105002-105113-105260-105439-43524,--,--,--,Vitou
vum,104955-105023-105143-105302-105490-105704-105906-106104-106283-106450-106591-30021,--,-2.17673,10.6498,Vumbu
vun,104955-105023-105143-105302-105490-105704-105907-106111-106292-30131-106602-106693-30137,--,-3.42531,37.5847,Vunjo
vut,104955-105023-105143-105302-105489-105701-105901-106079-106244-29426-106564-29427,--,6.13603,11.8839,Vute
vwa,104956-105025-105149-105316-35817-105738-35818-35827,--,22.75,99.4833,Awa
waa,34485-34486-34490-34494,--,45.7206,-118.424,Walla Walla
wab,106869-106871-106878-105320-105523-105751-105960-106162-106367-106538-106650-42293-42306-42313,--,-5.61216,146.461,Wab
wac,104964-107396-23686,--,45.0278,-121.509,Wasco-Wishram
wad,106869-106871-106878-105320-105523-42369-107577-107584-106168-106372-106541-42396,--,-2.25622,133.996,Wandamen
wae,104971-105053-105172-105343-105553-107001-107010-37175-37179-37190,--,46.6995,9.18266,Walser
waf,107392-36140,--,-9.91666,-36.5,Wakoná
wag,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41853-106792-41868,--,-10.2897,150.398,Wa’ema
wah,106869-106871-106878-105320-105522-105746-40939-41062-41066-41072,--,-4.47294,131.641,Watubela
wai,107392-107479-104849,--,-2.47357,139.337,Wares
waj,104989-105079-105213-106894-43432,--,-6.55783,146.09,Waffa
wal,29091-105194-105365-29101-29106,--,6.32668,37.7537,Wolaytta
wam,104950-105013-105130-23847,--,41.705,-73.3148,Wampanoag
wan,104981-105066-105182-105359-26261-26262,--,7.88773,-5.82092,Wan
wao,28729-28731,--,38.25,-122.5,Wappo
wap,104952-23732-107629-23784-23788,--,2.58744,-59.8021,Wapishana
waq,34154,--,-13.8627,131.893,Wageman
war,106869-106871-106878-105322-105525-105754-105968-106173-106378-39898,--,11.4911,125.012,Waray-Waray
was,26322,--,38.8184,-119.64,Washo
wat,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41843-41852,--,-9.23148,150.253,Kaninuwa
wau,104952-105018-105135-23795,--,-13.296,-53.6971,Waurá
wav,104955-105023-105146-105311-105506-105733-105942-106139-106329-106491-32479,--,8.79968,11.4932,Waka
waw,104960-105030-105156-105326-26804,--,1.50881,-59.1417,Waiwai
wax,104979-105064-105181-28750-28751-28753,--,-4.02591,144.583,Marangis
way,104960-26772-106880-26778,--,2.77537,-54.4429,Wayana
waz,106869-106871-106878-105320-105523-105751-105960-106162-42152-42188-42189-42191-42195,--,-6.33644,146.126,Wampur
wba,34263,--,7.50851,-59.3528,Warao
wbb,106869-106871-106878-105320-105523-42369-107577-107584-106168-42378-42379,--,-1.77297,136.757,Wabo
wbe,43764-43773-43792-43794-43795,--,-3.23021,138.456,Waritai
wbf,104955-105023-105146-105312-105510-33166,--,10.7283,-5.37515,Wara
wbh,104955-105023-105143-105302-105490-105704-105907-106108-106288-106457-107036-30555,--,-8.34522,32.4375,Wanda
wbi,104955-105023-105143-105302-105490-105704-105907-106111-106294-107029-30675,--,-9.00683,34.0757,Vwanji
wbj,104949-25700-25703-25704-105475-25707,--,-4.64148,35.7231,Alagwa
wbk,104971-105055-38447-105352-38453,--,35.0358,70.9761,Waigali
wbl,104971-105055-105174-105350-105571-37509,--,37.1768,73.9777,Wakhi
wbm,104956-105025-105149-105316-35817-105738-35818-35819,--,23.1024,99.108,"Wa, Vo"
wbp,104993-105085-43915-43931-43932,--,-20.1008,131.05,Warlpiri
wbq,104968-105042-105162-33825,--,19.8838,77.1673,Waddar
wbr,104971-105055-105173-105345-105561-105795-38227,--,23.6888,73.9022,Wagdi
wbt,104993-105085-105222-105398-105620-43892,--,-22.7078,122.325,Wanman
wbv,104993-105091-105229-105406-43886,--,-28.1761,117.153,Wajarri
wbw,106869-106871-106878-105320-105523-42369-107577-107584-106168-106372-106541-42382,--,-1.62746,135.484,Woi
wca,44907-105123-105278-105460-44917,--,2.48999,-62.8522,Yanomámi
wci,104955-105023-105145-29166-105504-29192,--,6.45571,1.69303,"Gbe, Waci"
wdd,104955-105023-105143-105302-105490-105704-105906-106103-106280-106445-106590-30005,--,-1.51945,12.8951,Wandji
wdg,104989-105080-105215-105394-105614-42992,--,-4.52754,144.972,Wadaginam
wdj,34189,--,-12.8596,130.737,Wadjiginy
wdk,--,--,--,--,Wadikali
wdu,104993-105086-105223-105401-44092-44094,--,-23.8029,147.421,Wadjigu
wdy,--,--,--,--,Wadjabangayi
wea,105000-27234-27235-27239-27243,--,19.020577,96.540526,Wewaw
wec,104955-105023-105144-32207-105502-105729-32319-32320,--,6.36463,-8.40234,Wè Western
wed,106869-106871-106878-105320-105523-105751-105960-106163-106368-41754-41842-41853-41860,--,-10.1246,150.172,Wedau
weg,--,--,--,--,Wergaia
weh,104955-105023-105143-105302-105490-105706-105912-31295-106314-31301,--,6.46164,10.121,Weh
wei,107620-34363-105112-34366,--,-8.42194,142.447,Kiunum
wem,104955-105023-105145-29166-105503-29213,--,6.77227,2.47457,"Gbe, Weme"
weo,106869-106871-106878-105320-105522-105746-40939-106147-106341-40946,--,-3.05143,128.839,Wemale
wep,104971-105053-105172-105343-105554-105786-106005-107016-106003-37029,--,51.459,7.499,Westphalien
wer,28468-107133-28470,--,-7.71834,146.914,Weri
wes,104971-105053-105172-105343-105554-105787-106006-106207-106393-106552-106665-106746-104478,--,5.43932,9.80166,"Pidgin, Cameroon"
wet,106869-106871-106878-105320-105522-105749-105956-106156-106349-106513-40830,--,-7.62349,126.576,Perai
weu,107384-104816,--,27.0457,98.3197,"Chin, Rawngtu"
wew,106869-106871-106878-105320-105522-105747-105953-106153-107586-40705,--,-9.55099,119.349,Wejewa
wfg,44361-44365-44366,--,-3.39765,140.897,Zorop
wga,104993-44145-44146-44147-44148,--,-20.329,137.623,Wagaya
wgb,106869-106871-106878-105320-105523-105751-105960-106163-106368-106539-107307,--,-10.41792,150.37814,Wagawaga
wgg,104993-105088-44125-44126-44127,--,-25.8148,135.941,Wangganguru
wgi,104989-43448-43502-43507,--,-6.11629,144.665,Wahgi
wgo,106869-106871-106878-105320-105523-42369-107577-105961-107588-42454,--,-0.17957,130.917,Waigeo
wgu,104993-105084-43859-107069,--,--,--,Wirangu
wgy,104993-43971,--,-18.5468,146.179,Warrgamay
wha,106869-106871-106878-105320-105522-105746-40939-106147-106339-106503-41046,--,-3.1109,129.429,Manusela
whg,104989-43448-43502-43505,--,-5.75356,144.804,"Wahgi, North"
whk,106869-106871-106878-107522-105530-105764-105982-40382,--,1.56635,116.655,"Kenyah, Wahau"
whu,106869-106871-106878-107522-105530-105764-105982-40384-40386,--,1.42088,116.679,"Kayan, Wahau"
wib,104955-105023-105146-105312-33174-33175,--,10.877,-4.65678,"Toussian, Southern"
wic,44718-44720-44728,--,35.0665,-98.1831,Wichita
wie,104993-105089-105226-105403-44209-44211,--,-13.846,141.858,Wik-Epa
wif,107392-107477-44217,--,-14.2649,142.005,Wik-Keyangan
wig,104993-105089-105226-105403-44222-44223,--,-13.8691,141.532,Wik-Ngathana
wih,104993-105089-105226-105403-44209-44210,--,-14.058,141.925,Wik-Me’anha
wii,104988-24216,--,-3.59408,142.33,Minidien
wij,104993-105089-105226-105403-44209-44212-44213,--,-14.1273,142.781,Wik-Iiyanh
wik,104993-105089-105226-105403-44222-44224,--,-13.6835,141.557,Wikalkan
wil,105008-34509-34516,--,-14.9105,126.6,Wilawila
wim,104993-105089-105226-105403-44209-44212-44214,--,-13.9805,141.816,Wik-Mungkan
win,36474-36478-36481-36482-36483,--,43.5,-88.5,Ho-Chunk
wir,105004-105119-105270-24383,--,-9.30537,-59.4769,Wiraféd
wit,26745-26747,--,39.7176,-122.445,Wintu
wiu,43368,--,-6.35863,144.214,Wiru
wiv,106869-106871-106878-105320-105523-105751-105960-106161-42148-42149,--,-4.69751,149.489,Vitu
wiw,107384-43874,--,-31.6356,131.719,Wirangu
